name,type,address,phone,latitude,longitude,city,region_category,source
Euromed Özəl Tibb Mərkəzi,CLINIC,"Bakı şəh., Nəsimi ray., Cavadxan küç., 17A",+994553009598,40.41211158,49.81460739,Bakı,Bakı,Pasha Insurance
MediClub poliklinika,CLINIC,"Bakı şəh., Səbail ray., Ü.Hacıbəyov küç., 119",+994502204811,40.37600638,49.85601345,Bakı,Bakı,Pasha Insurance
Sumqayıt Hospital,CLINIC,"Sumqayıt şəh., 12-ci mkr., Çerkassı küç., 181",+994508000255,40.563104,49.6846517,Sumqayıt,Region,Pasha Insurance
Atlas Medical Center,CLINIC,"Bakı şəh., Nərimanov ray., Xətai pr., 15",+994507580754,40.38740337,49.85647396,Bakı,Bakı,Pasha Insurance
Bonum Medikal (Şəki),CLINIC,"Şəki şəh., Z.Əliyeva küç., 90",+994506630088,41.15711221,47.17846177,Şəki,Region,Pasha Insurance
Labmed (Qazax),CLINIC,"Qazax şəh., H.Əliyev pr., 134",+994502739012,41.09338915,45.36889454,Qazax,Region,Pasha Insurance
Mərkəzi Klinika Gəncə Xəstəxanası,CLINIC,"Gəncə şəh., Nizami ray., B.Totanlı küç., 17",+994502832803,40.6593975,46.3386882,Bakı,Bakı,Pasha Insurance
Şans Tibb Mərkəzi (Gəncə),CLINIC,"Gəncə şəh., M.Bağırov küç.",+994702576663,40.67853642,46.37563092,Gəncə,Region,Pasha Insurance
Batığöz Azərbaycan,CLINIC,"Bakı şəhəri, Vaqif prospekti 75 A","077-433-40-33, 070-703-40-33",40.39267,49.84267,Bakı,Bakı,Pasha Insurance
Koreya Şərq Təbabəti klinikası,CLINIC,"Bakı şəh., Səbail ray., Neftçilər pr., 65",+994502903315,40.36006299,49.83346624,Bakı,Bakı,Pasha Insurance
Mərkəzi Klinika Stasionar,CLINIC,"Bakı şəh., Səbail ray., Parlament pr., 76",+994124921092(ext.1234,40.36143713,49.82481834,Bakı,Bakı,Pasha Insurance
Qarabağ Bərdə,CLINIC,"Bərdə şəh.H.Əliyev küç., 124A",+994504614000,40.36179455,47.12767207,Bərdə,Region,Pasha Insurance
Sədəf klinikası,CLINIC,"Bakı şəh., Qaradağ ray., Sahil qəs., B.Əliyev küç., 33",+994503087866,40.2206548,49.57426529,Bakı,Bakı,Pasha Insurance
Zəfəran Hospital,CLINIC,"Bakı şəh., Nərimanov ray., A.Məmmədov küç., 30",+994554556903,40.39431436,49.88101451,Bakı,Bakı,Pasha Insurance
İnternational Medical Centre,CLINIC,"Bakı şəh., Nəsimi ray., R.Rza küç., 26",+994557486674,40.37431783,49.83827253,Bakı,Bakı,Pasha Insurance
MediClub Hospital,CLINIC,"Bakı şəh., Yasamal ray.,  İslam Səfərli küç., 33",+994507640737,40.37362779,49.83468716,Bakı,Bakı,Pasha Insurance
MedEra Hospital,CLINIC,"Bakı şəh., Binəqədi ray., Ə.Naxcivani küç., 53",+994552108136,40.41644065,49.84153755,Bakı,Bakı,Pasha Insurance
Evromed klinikası (Mingəçevir),CLINIC,"Mingəçevir şəh., S.Mehmandarov küç., 23A",+994503928344,40.76774628,47.05232699,Mingəçevir,Region,Pasha Insurance
Medisan (İmişli şəhəri),CLINIC,"İmişli şəh., H. Əliyev pr., 131",+994702461070,39.86946025,48.06003829,İmişli,Region,Pasha Insurance
LOR Hospital,CLINIC,"Bakı şəh., Nərimanov ray., Əhməd Rəcəbli küç., 19K",+994774680111,40.40962762,49.86329834,Bakı,Bakı,Pasha Insurance
Sağlam Həyat,CLINIC,"Qəbələ şəh., H.Aslanov küç., 102",+994508071780,40.97623893,47.85387819,Qəbələ,Region,Pasha Insurance
Labstyle,CLINIC,"Zaqatala şəh., Molla Vəli Vidadi küç., 34",+994702252971,41.62860014,46.64034233,Zaqatala,Region,Pasha Insurance
Sağlam Ailə Ultralab filialı,CLINIC,"Bakı şəh. Asif Məhərrəmov küç. 156C, AZ1102",+99412910,40.40968,49.80825,Bakı,Bakı,Pasha Insurance
Uniklinika,CLINIC,"Bakı şəh., Yasamal ray., K.Kazımzadə küç., 115",+994502090165,40.37703591,49.81839527,Bakı,Bakı,Pasha Insurance
Lux İnternational Hospital,CLINIC,"Bakı şəh., Nərimanov ray., Faiq Yusifov küç., 146A",+994508003060,40.40563547,49.87292536,Bakı,Bakı,Pasha Insurance
Referans Klinik Laboratoriya Nəsimi,CLINIC,"Bakı şəh., Nəsimi ray., M.Mirqasımov küç., 25A",99704160033,40.39490721,49.83795706,Bakı,Bakı,Pasha Insurance
Gəncə Beynəlxalq Xəstəxanası,CLINIC,"Gəncə şəh., H.Əliyev pr., 60D/E/F",+994555007113,40.69462931,46.36609919,Gəncə,Region,Pasha Insurance
Doktor AZ,CLINIC,"Sumqayıt şəh., S.Bədəlbəyli küç., 42H",+994555247839,40.57341857,49.67800089,Sumqayıt,Region,Pasha Insurance
Mediland,CLINIC,"Bakı şəh., Xətai ray., S.Orucov küç., 17C",+994774740324,40.3807211,49.8699126,Bakı,Bakı,Pasha Insurance
Naxçıvan Sağlamlıq Mərkəzi,CLINIC,"Naxçıvan şəh., Əziz Əliyev küç., 22 A",+994365446291,39.21668601,45.4206087,Naxçıvan,Region,Pasha Insurance
Oksigen Yeni Tibb Mərkəzi,CLINIC,"Bakı şəh., Nərimanov ray., Təbriz küç.",+994502717179,40.40365134,49.87001122,Bakı,Bakı,Pasha Insurance
Liman klinikası (Sumqayıt şəhəri),CLINIC,"Sumqayıt şəh., 6-cı mkr., S.Vurğun küç., 35 A",+994502352434,40.58048696,49.68995378,Sumqayıt,Region,Pasha Insurance
Respublika Müalicəvi Diaqnostika Mərkəzi,CLINIC,"Bakı şəh., Yasamal ray., Tbilisi pr., 147",+994502293940,40.39979849,49.81039484,Bakı,Bakı,Pasha Insurance
Leyla Medical Center klinikası,CLINIC,"Bakı şəh., Xətai ray., Y.Səfərov küç.",+994502817091,40.38201848,49.86340048,Bakı,Bakı,Pasha Insurance
Referans Qəbələ Tibb Mərkəzi,CLINIC,"Qəbələ şəh., A.Səhhət küç., 25A",+994773450033,40.9671567,47.84328772,Qəbələ,Region,Pasha Insurance
Avrasiya Hospital,CLINIC,"Bakı şəh., Nəsimi ray., H.Əliyev küç., 15 (İnqilab)",+994502875587,40.39817474,49.8283946,Bakı,Bakı,Pasha Insurance
Medistyle,CLINIC,"Bakı şəh., Nərimanov ray., H.Əliyev küç., 116",+994709797109,40.40639479,49.86234516,Bakı,Bakı,Pasha Insurance
Azərbaycan Tibb Universitetinin Tədris Cərrahiyyə Klinikası,CLINIC,"Bakı şəh., Nəsimi ray., S.Vurğun küç., 155",+994512051714,40.39242136,49.83442282,Bakı,Bakı,Pasha Insurance
Caspian İnternational Hospital,CLINIC,"Bakı şəh., Səbail ray., Badamdar şos., 1-ci yaşayış massivi, 31",+994553007089,40.34331667,49.81023091,Bakı,Bakı,Pasha Insurance
REAL Hospital,CLINIC,"Bakı şəh., Yasamal ray., Z.Xəlilov küç., 99",+994513100173,40.3809863,49.81094271,Bakı,Bakı,Pasha Insurance
Celamig,CLINIC,"Bakı şəh., Nəsimi ray., S.Rəhimov küç., 126/64",+994707389000,40.37822607,49.83771215,Bakı,Bakı,Pasha Insurance
Ömürdən pay,CLINIC,"Bərdə şəh., N.Nərimanov küç., 2",+994502867688,40.37396048,47.1214913,Bakı,Bakı,Pasha Insurance
MediClub poliklinika KİDS,CLINIC,"Bakı şəh., Səbail ray., İ.Nəbiyev küç., 30A",+994502504911,40.35903918,49.82277293,Bakı,Bakı,Pasha Insurance
Bakı Sağlamlıq Mərkəzi,CLINIC,"Bakı şəh., Nəsimi ray., N.Yusifbəyli küç., 112, Azadlıq pr. kəsişməsi",950,40.39858887,49.83980654,Bakı,Bakı,Pasha Insurance
Bioloji Təbabət (Göyçay),CLINIC,"Göyçay şəh., M.Muradov küç., 12",+994502461411,40.65385398,47.75102394,Göyçay,Region,Pasha Insurance
Bakı Medikal Plaza,CLINIC,"Bakı şəh., Xətai ray., Babək pr., 92N",+994506758341,40.3942614,49.9648962,Bakı,Bakı,Pasha Insurance
Həyat Tibb Mərkəzi,CLINIC,"Bakı şəh., Qala qəs., Xaşaxuna bağları 91K",+994704047592,40.42679529,50.21556673,Bakı,Bakı,Pasha Insurance
Mərcan Klinikası,CLINIC,"Bakı şəh., Nəsimi ray., M.Cəfərov küç., 12",+994554508505,40.40547162,49.81009503,Bakı,Bakı,Pasha Insurance
Referans Klinik Laboratoriya,CLINIC,"Bakı şəh., Nərimanov ray., M.Məmmədzadə küç., 8A",+994519650033,40.40020989,49.8724897,Bakı,Bakı,Pasha Insurance
Alyans klinikası (Şəki),CLINIC,"Şəki şəh., M.F.Axundov küç., 351A",+994559255511,41.19791083,47.17864152,Şəki,Region,Pasha Insurance
Bioloji Təbabət (Masallı),CLINIC,"Masallı şəh., E.Hüseynov küç.",+994555328988,39.02225973,48.68022887,Masallı,Region,Pasha Insurance
Milana Hospital,CLINIC,"Bakı şəh., Nərimanov ray., Ə. Rəcəbli küç., 1/21",+994124099091,40.41002807,49.86200456,Bakı,Bakı,Pasha Insurance
EGE Hospital,CLINIC,"Bakı şəh., Nərimanov ray., H.Əliyev küç., 38",+994775250547,40.3990525,49.8354792,Bakı,Bakı,Pasha Insurance
Assmed (Lökbatan qəsəbəsi),CLINIC,"Bakı şəh., Qaradağ ray., Lökbatan qəs., D.Bünyadzadə küç., 3A",+994505458322,40.32027542,49.73243596,Bakı,Bakı,Pasha Insurance
Med Life,CLINIC,"Goranbay şəh., C. Cabbarlı küç., 33",+994508391718,40.60717874,46.78703002,Goranbay,Region,Pasha Insurance
Hayat Clinic,CLINIC,"Bakı şəh., Yasamal ray., Mətbuat pr., 35A",+994557792130,40.377559,49.808733,Bakı,Bakı,Pasha Insurance
Medservis Özəl Tibb Mərkəzi,CLINIC,"Bakı şəh., Yasamal ray., C. Məmmədquluzadə küç., 3",+994125966848,40.37907479,49.8331947,Bakı,Bakı,Pasha Insurance
Real Tibb Mərkəzi,CLINIC,"Sumqayıt şəh., 45-ci məhəllə, 14 saylı bina",+994503860701,40.58032201,49.68097015,Sumqayıt,Region,Pasha Insurance
German Hospital,CLINIC,"Bakı şəh., Yasamal ray., İ.Qutqaşınlı küç., 50",+994554557870,40.36955415,49.82105161,Bakı,Bakı,Pasha Insurance
Tuva Tibb Mərkəzi (Masallı),CLINIC,"Masallı şəh., Qızlavar kəndi",+994503570318,38.9687308,48.66981719,Masallı,Region,Pasha Insurance
Diaqnoz Tibb Mərkəzi,CLINIC,"Bakı şəh., Xətai ray., Sarayevo küç., 38C",+994557544303,40.38629591,49.96354073,Bakı,Bakı,Pasha Insurance
Məlhəm Beynəlxalq Hospital,CLINIC,"Bakı şəh., Nizami ray., C. Naxçıvanski küç., 433",+994512017101,40.40760021,49.95469877,Bakı,Bakı,Pasha Insurance
Funda Hospital,CLINIC,"Bakı şəh., Nərimanov ray., İ.Hidayyətzadə küç., 163",*777,40.39417483,49.87219012,Bakı,Bakı,Pasha Insurance
Sağlam Ailə,CLINIC,"Bakı şəh, Nərimanov rayonu, Əhməd Rəcəbli küç. 3/10",+994552223215,40.4094614,49.86202639,Bakı,Bakı,Pasha Insurance
Medikus,CLINIC,"Şirvan şəh., M.İbrahimov küç., 266",+994102123757,39.95581054,48.94320832,Şirvan,Region,Pasha Insurance
VİTA MED klinikası,CLINIC,"Biləsuvar şəh.,M. İbrahimov küç., 224B",+994707650008,39.4558879,48.5436467,Biləsuvar,Region,Pasha Insurance
Şəfa Özəl Tibb Mərkəzi (Naxçıvan),CLINIC,"Naxçıvan şəh., Cəlil Məmmədquluzadə küç., 13",+994503476649,39.20106252,45.41196841,Naxçıvan,Region,Pasha Insurance
Xüsusi Müalicə Sağlamlıq Kompleksi (XMSK),CLINIC,"Bakı şəh., Səbail ray., Badamdar qəs., Badamdar şossesi 31T",+994503780034,40.35299613,49.80922868,Bakı,Bakı,Pasha Insurance
Şans Tibb Mərkəzi (Şəmkir),CLINIC,"Şəmkir şəh.,Vidadi küç., 2",+994703055442,40.82880794,46.01661991,Şəmkir,Region,Pasha Insurance
Referans Naxçıvan Tibb mərkəzi,CLINIC,"Naxçıvan şəh., 11 ci məhəllə, döngə 6 (yeni Naxçıvan, kanal 35 yaxınlığı)",+994606000033,39.20301496,45.42891042,Naxçıvan,Region,Pasha Insurance
Regional Hospital,CLINIC,"Mingəçevir şəh., D.Əliyeva küç., 2C",+994503067733,40.77524234,47.04820732,Mingəçevir,Region,Pasha Insurance
Badam Medical Center,CLINIC,"Bakı şəh., Səbail ray., Badamdar qəs., A.Abbaszadə küç., 13A",+994512058025,40.35249019,49.81334483,Bakı,Bakı,Pasha Insurance
Hayat Hospital (Zaqatala),CLINIC,"Zaqatala şəh., M.V.Vidadi küç., 3",+994508904422,41.62977653,46.64392572,Zaqatala,Region,Pasha Insurance
Yovşan Klinika,CLINIC,"Biləsuvar ray., H.Əliyev pros., 333",+994772953838,39.46071396,48.54146458,Biləsuvar,Region,Pasha Insurance
Omeqa Clinic,CLINIC,"Sabirabad şəh., H.Əliyev pr., 48",+994553729565,40.00447937,48.47095142,Sabirabad,Region,Pasha Insurance
Stimul Hospital,CLINIC,"Bakı şəh., Sabunçu ray., Y.Əliyev küç., 26 C",+994705502020,40.43369186,49.95641512,Bakı,Bakı,Pasha Insurance
Türk-American Medical Centre,CLINIC,"Bakı şəh., Nərimanov ray., Y.V.Çəmənzəminli küç., 18",+994502300450,40.4018043,49.83348767,Bakı,Bakı,Pasha Insurance
Referans Klinik Laboratoriya Mərdəkan,CLINIC,"Bakı şəh., Xəzər ray., Mərdəkan qəs., S.Yesenin küç., 92/1 və 92/2",+994702630033,40.49012866,50.15088104,Bakı,Bakı,Pasha Insurance
Medican (Lənkəran şəhəri),CLINIC,"Lənkəran şəh., 20 Yanvar küç., 71",+994702550298,38.7545724,48.8374881,Lənkəran,Region,Pasha Insurance
Dobromed (Spero Hospital),CLINIC,"Bakı şəh., Nəsimi ray., 20 Yanvar küç.,1B",+994552233050,40.41158975,49.80379073,Bakı,Bakı,Pasha Insurance
OKİ Özəl Tibbi müalicəxanası (Qusar),CLINIC,"Qusar şəh., F.Musayev küç., 27",+994513640310,41.4257721,48.4306896,Qusar,Region,Pasha Insurance
Mediaz Hospital,CLINIC,"Quba şəhəri, Qələbə küçəsi 26",0508001024,41.35967,48.51354,Quba,Region,Pasha Insurance
City Hospital,CLINIC,"Bakı şəh., Nərimanov ray., Y.V.Çəmənzəminli küç., 18",+994505200303,40.40194605,49.83400664,Bakı,Bakı,Pasha Insurance
Liv Bona Dea Hospital (Şərtləri dəqiqləşdirmək üçün tibbi çəğrı mərkəzi (*7000) ilə əlaqə saxlayın),CLINIC,"Bakı şəh., Mehdi Abbasov küç., 2",+994502564648,40.41271655,49.93055143,Bakı,Bakı,Pasha Insurance
Dünya Göz Azərbaycan,CLINIC,"Bakı şəh., Səbail ray., Bayıl qəs., M.Hüseynov pr., 39",+994502732481,40.34938154,49.83585516,Bakı,Bakı,Pasha Insurance
Azərbaycan Tibb Universitetinin Tədris Terapevtik Klinikası,CLINIC,"Bakı şəh., Nəsimi ray., Mərdənov qardaşları küç., 100",+994124413318,40.39677823,49.83171729,Bakı,Bakı,Pasha Insurance
Unikal klinika,CLINIC,"Sumqayıt şəh., İsmət Qayıbov küçəsi, giriş 2 (Nur şadlıq sarayının yanı)",+994 50 285 21 76,40.57601423,49.67927351,Sumqayıt,Region,Pasha Insurance
Azərbaycan Respublikası Dövlət Gömrük Komitəsi Tibb Xidmət İdarəsinin Mərkəzi Hospitalı,CLINIC,"Bakı şəh., Yasamal ray., K.Kazımzadə küç., 118",+994502460037,40.3781862,49.8188062,Bakı,Bakı,Pasha Insurance
Aran Regional Klinika,CLINIC,"Səlyan rayonu, 123 Taleh Davudzadə, Salyan 5200",055 367 00 52,39.6,48.99,Salyan,Region,Pasha Insurance
MedSun Klinika,CLINIC,"Şamaxı şəhəri, Azərbaycan küçəsi 15",010 336 01 01,40.64,48.64,Şamaxı,Region,Pasha Insurance
Leyla Medical Center - 2 Pediatriya,CLINIC,"Nərimanov r-nu, Məmməd Araz, 27",055-255-43-37,40.40639,49.84112,Bakı,Bakı,Pasha Insurance
Boulevard Medical Center,CLINIC,Sumqayıt şəhəri. Bulvar küç 79A,*5225,40.59517,49.68237,Sumqayıt,Region,Pasha Insurance
Səhhət Klinikası,CLINIC,"Bakı şəh., Nizami ray., Q.Qarayev pr., 103",+994502720196,40.39601029,49.95396126,Bakı,Bakı,Pasha Insurance
Universal Hospital,CLINIC,Bakı şəh. Cəfər Xəndan 196,(012)5996556,40.41882,49.84518,Bakı,Bakı,Pasha Insurance
Vita Med Tibb Mərkəzi (Biləsuvar),CLINIC,"224B Mirzə Fətəli Axundov, Biləsuvar",,39.45604,48.54365,Biləsuvar,Region,Pasha Insurance
Sağlam Ailə MDK filialı,CLINIC,"Bakı şəh., Rəşid Behbudov küç. 56, AZ1014 (""OVIR"" yaxınlığında)",+99412910,40.38258,49.84331,Bakı,Bakı,Pasha Insurance
Real Tibb Mərkəzi (Stomatoloji xidmətlər göstərilir),DENTAL,"Sumqayıt şəh., 45-ci məhəllə, 14 saylı bina",+994503860701,40.58032201,49.68097015,Sumqayıt,Region,Pasha Insurance
32 Gözəl,DENTAL,"Bakı şəh., Yasamal ray., Azərbaycan pr., 14",+994705333232,40.3715944,49.83373211,Bakı,Bakı,Pasha Insurance
Modern Hospital (Stomatoloji xidmətlər göstərilir),DENTAL,"Bakı şəh., Nizami ray., Babək pr., 85K",+994554910949,40.39550586,49.94819867,Bakı,Bakı,Pasha Insurance
Labmed Tibb Mərkəzi (Stomatoloji xidmətlər göstərilir),DENTAL,"Qazax şəh., H.Əliyev pr., 134",+994502739012,41.09338915,45.36889454,Qazax,Region,Pasha Insurance
Azərbaycan Tibb Universitetinin Tədris Stomatoloji Klinikası,DENTAL,"Bakı şəh., Nəsimi ray., Səməd Vurğun küç., 175",+994124498255,40.39914382,49.83226496,Bakı,Bakı,Pasha Insurance
Caspian İnternational Hospital (Stomatoloji xidmətlər göstərilir),DENTAL,"Bakı şəh., Səbail ray., Badamdar şos., 1-ci yaşayış massivi, 31",+994553007089,40.34331667,49.81023091,Bakı,Bakı,Pasha Insurance
22 ƏSR,DENTAL,"Sumqayıt şəh., 17-ci mkr., İ.Qayibov küç., 51 məh.",+994513580150,40.56412516,49.70992692,Sumqayıt,Region,Pasha Insurance
Apex,DENTAL,"Bakı şəh., Yasamal ray., H.Məcidov küç., 12",+994125254844,40.38330167,49.80983927,Bakı,Bakı,Pasha Insurance
Sağlam Diş (Qara Qarayev filialı),DENTAL,"Bakı şəh., Nizami ray., Ə.Hacıyev küç., 15",+994555203151,40.41531639,49.93248289,Bakı,Bakı,Pasha Insurance
EMV Dent,DENTAL,"Bakı şəh., Nərimanov ray., Təbriz küç., giriş 209G, M2, m1",+994502111492,40.40420766,49.87341617,Bakı,Bakı,Pasha Insurance
Mərkəzi Klinika Stomatologiya,DENTAL,"Bakı şəh., Səbail ray., Xəqani küç., 90D",+994552924202,40.37676302,49.85545526,Bakı,Bakı,Pasha Insurance
Dental Art,DENTAL,"Sumqayıt şəh., 12-ci mkr., Koroğlu pros., 1/2",+994503761122,40.5654612,49.6858459,Sumqayıt,Region,Pasha Insurance
Premium Dental,DENTAL,"Bakı şəh., Binəqədi ray., Azadlıq pr., 3071-ci məhəllə (Baku Electronics-in yaxınlığında)",+994703366896,40.41339839,49.83609029,Bakı,Bakı,Pasha Insurance
Smile Gallery,DENTAL,"Bakı şəh., Nəsimi ray., H.Ələsgərov küç., 11",+994519497969,40.39184361,49.83601976,Bakı,Bakı,Pasha Insurance
32 Beauty,DENTAL,"Bakı şəh., Nərimanov ray., M.Araz küç., 63",+994125613290,40.40695543,49.84494176,Bakı,Bakı,Pasha Insurance
SWISSDENT,DENTAL,"Bakı şəh., Yasamal ray., A.M.Şərifzadə küç., 34",+994998303209,40.37456407,49.80540701,Bakı,Bakı,Pasha Insurance
Müasir Stomatoloqiya,DENTAL,"Sumqayıt şəh.,  3-cü məhəllə, Nizami küç., ev 23/14",+994502771170,40.59447591,49.66969712,Bakı,Bakı,Pasha Insurance
Bioloji Təbabət (Göyçay) (Stomatoloji xidmətlər göstərilir),DENTAL,"Göyçay şəh., M.Muradov küç., 12",+994502461411,40.65385398,47.75102394,Göyçay,Region,Pasha Insurance
Assmed (Stomatoloji xidmətlər göstərilir),DENTAL,"Bakı şəh., Qaradağ ray., Lökbatan qəs., D.Bünyadzadə küç., 3A",+994505458322,40.32027542,49.73243596,Bakı,Bakı,Pasha Insurance
İNTERDENT,DENTAL,"Bakı şəh., Nəsimi ray., Natiq Şahbazov 36D",+994552627573,40.38736524,49.84659702,Bakı,Bakı,Pasha Insurance
EN KLİNİK,DENTAL,"Bakı şəh., Səbail ray., Xəqani küç., 76 C",+994125989222,40.37573914,49.85256452,Bakı,Bakı,Pasha Insurance
Mərkəzi Klinika Gəncə Xəstəxanası (Stomatoloji xidmətlər göstərilir),DENTAL,"Gəncə şəh., Nizami ray., B.Totanlı küç., 17",+994502832803,40.6593975,46.3386882,Bakı,Bakı,Pasha Insurance
Prestij Dental Klinika,DENTAL,"Bakı şəh., Binəqədi ray.,  8-ci mkr., S.S.Akhundov küç., 50",+994775633030,40.42486096,49.84422877,Bakı,Bakı,Pasha Insurance
Dental Update,DENTAL,"Bakı şəh., Nərimanov ray., Məmməd Araz küç., 102",+994508050090,40.40649777,49.8443792,Bakı,Bakı,Pasha Insurance
Sədəf klinikası (Stomatoloji xidmətlər göstərilir),DENTAL,"Bakı şəh., Qaradağ ray., Sahil qəs., B.Əliyev küç., 33",+994503087866,40.2206548,49.57426529,Bakı,Bakı,Pasha Insurance
VA DENT Estetik klinika,DENTAL,"Bakı şəh., Yasamal ray., Ş.Mehdiyev küç., məh. 1054",+994552317709,40.3929919,49.8152537,Bakı,Bakı,Pasha Insurance
Dent House,DENTAL,"Bakı şəh., Xətai ray., M.Hadi küç., 7",+994702600962,40.39190412,49.95413667,Bakı,Bakı,Pasha Insurance
OKİ Tibb müalicəxanası (Stomatoloji xidmətlər göstərilir),DENTAL,"Qusar şəh., F.Musayev küç., 27",+994513640310,41.4257721,48.4306896,Qusar,Region,Pasha Insurance
Dəniz Diş,DENTAL,"Bakı şəh., Yasamal ray., L.Tolstoy küç., 137",+994702140430,40.37259013,49.83449901,Bakı,Bakı,Pasha Insurance
Only Dent,DENTAL,"Bakı şəh., Yasamal ray., M.Seyidov 12",+994552140430,40.37603146,49.80814145,Bakı,Bakı,Pasha Insurance
Türk-American Medical Centre (Stomatoloji xidmətlər göstərilir),DENTAL,"Bakı şəh., Nərimanov ray., Y.V.Çəmənzəminli küç., 18",+994502300450,40.4018043,49.83348767,Bakı,Bakı,Pasha Insurance
Dental Studio,DENTAL,"Bakı şəh., Nəsimi ray., M.Zeynalabdiyev küç., 6",+994505323036,40.37981785,49.85618327,Bakı,Bakı,Pasha Insurance
Oksigen Yeni Tibb Mərkəzi (Stomatoloji xidmətlər göstərilir),DENTAL,"Bakı şəh., Nərimanov ray., Təbriz küç.",+994502717179,40.40365134,49.87001122,Bakı,Bakı,Pasha Insurance
Unikal Klinika (Stomatoloji xidmətlər göstərilir),DENTAL,"Sumqayıt şəh., İsmət Qayıbov küçəsi, giriş 2 (Nur şadlıq sarayının yanı)",+994 50 285 21 76,40.57601423,49.67927351,Sumqayıt,Region,Pasha Insurance
Həyat Tibb Mərkəzi (Stomatoloji xidmətlər göstərilir),DENTAL,"Bakı şəh., Qala qəs., Xaşaxuna bağları 91K",+994704047592,40.42679529,50.21556673,Bakı,Bakı,Pasha Insurance
Dental Harmony,DENTAL,"Gadir Mammadov 2B, Bakı",+99470-773-33-00,40.36669894,49.94579941,Bakı,Bakı,Pasha Insurance
Happy Dent,DENTAL,"Süleyman Rüstəm küçəsi, Bakı 1007",012 4400024,40.39052253,49.83964,Bakı,Bakı,Pasha Insurance
Sağlam Diş (Yasamal filialı),DENTAL,"Bakı şəh., Yasamal ray., Tbilisi pr., 49B",+994515250051,40.39485099,49.81723272,Bakı,Bakı,Pasha Insurance
Şəfa Özəl Tibb Mərkəzi (Stomatoloji xidmətlər göstərilir),DENTAL,"Naxçıvan şəh., Cəlil Məmmədquluzadə küç., 13",+994503476649,39.20106252,45.41196841,Naxçıvan,Region,Pasha Insurance
Megadent Ağ Şəhər,DENTAL,"Xətai r-nu,Ağ Şəhər,3 park küç.",,40.38798,49.88941,Bakı,Bakı,Pasha Insurance
Happy Smile,DENTAL,"Bakı şəh., Nəsimi ray., Mirəli Qaşqay küç., 49",+994704411640,40.38566209,49.84622975,Bakı,Bakı,Pasha Insurance
Z DENT clinic,DENTAL,"Bakı şəh., Nərimanov ray., Atatürk pr., 138",+994553330337,40.41265334,49.84717811,Bakı,Bakı,Pasha Insurance
Dental Club,DENTAL,"Bakı şəh., Nərimanov ray., Ceyhunbəy Hacıbəyli küç., 116",+994703792840,40.39065439,49.84703111,Bakı,Bakı,Pasha Insurance
Sağlam Diş (Bakıxanov filialı),DENTAL,"Bakı şəh., Sabunçu ray., Bakıxanov qəs., S.Qocayev küç., 39A",+994556008123,40.4168585,49.9644243,Bakı,Bakı,Pasha Insurance
Ömürdən pay (Stomatoloji xidmətlər göstərilir),DENTAL,"Bərdə şəh., N.Nərimanov küç., 2",+994502867688,40.37396048,47.1214913,Bakı,Bakı,Pasha Insurance
Novo Optika (Ağ şəhər),OPTICS,"Bakı şəh., Xəqani Rüstəmov 4",+994992030663,40.38230368,49.88089703,Bakı,Bakı,Pasha Insurance
Novo Optika (İçərişəhər),OPTICS,"Bakı şəh., Şeyx Şamil 16A",+994992030663,40.36664527,49.82924518,Bakı,Bakı,Pasha Insurance
FOCUS 5 mərtəbə,OPTICS,"Bakı şəh., Nəsimi ray., Ş.Qurbanov küç., 2",+994506623360,40.37676827,49.83223961,Bakı,Bakı,Pasha Insurance
Optic Gallery,OPTICS,"Bakı şəh., Füzuli küç., 300",+994512913644,40.37632687,49.83456523,Bakı,Bakı,Pasha Insurance
MAJESTİK,OPTICS,"Bakı şəh., M.Hüseynov küç., 39 (Dünya Göz klinikası ilə yaxın)",+994506820504,40.34992864,49.83560259,Bakı,Bakı,Pasha Insurance
FOCUS Neftçilər metro,OPTICS,"Bakı şəh., Nizami ray., Q.Qarayev pr., 126",+994506623360,40.40950739,49.94335554,Bakı,Bakı,Pasha Insurance
FOCUS Sumqayıt,OPTICS,"Sumqayıt şəh., 20 Yanvar küç. ilə Sülh küç. kəsişməsi",+994506623360,40.58991009,49.67563996,Sumqayıt,Region,Pasha Insurance
Novo Optika (Atatürk prospekti),OPTICS,Bakı şəh. Atatürk prospekti 41/47,(+994) 99 204 44 32,40.41134,49.84664,Bakı,Bakı,Pasha Insurance
Yeganə,OPTICS,"Bakı şəh., Nəsimi ray., Hüseynbala Əliyev küç., məh. 3018, 26A",+994554558570,40.41173092,49.82130271,Bakı,Bakı,Pasha Insurance
32 BEAUTY - Billur Dent,CLINIC,"Nərimanov ray., Teymur Əliyev küç 63",,40.40694205623578,49.84237207552715,Bakı,Bakı,AIIC
32 Gözəl,CLINIC,"Gəncə şəh., Atatürk pr. 254\42",,40.670973377298054,46.35492288646706,Gəncə,Region,AIIC
32 Gözəl MMC,CLINIC,"Yasamal ray., Azərbaycan pr.12",0125967313,40.37159265838603,49.83115727552542,Bakı,Bakı,AIIC
36.6 Med Klinikası,CLINIC,"Gəncə şəh., Kəpəz ray., Atatürk prospekti 120 B",0515926366,40.69299033877994,46.35759627554185,Gəncə,Region,AIIC
